iter	Passed	Remaining
783	1681	2608
784	1683	2605
785	1684	2601
786	1685	2598
787	1687	2595
788	1688	2592
789	1691	2590
790	1693	2588
791	1694	2585
792	1696	2581
793	1697	2578
794	1699	2575
795	1700	2572
796	1701	2568
797	1703	2565
798	1705	2563
799	1707	2560
800	1708	2557
801	1710	2554
802	1711	2551
803	1712	2548
804	1714	2544
805	1715	2541
806	1717	2538
807	1718	2535
808	1719	2531
809	1721	2529
810	1734	2542
811	1735	2538
812	1736	2535
813	1738	2532
814	1739	2529
815	1741	2526
816	1742	2523
817	1744	2520
818	1745	2516
819	1746	2513
820	1748	2510
821	1750	2508
822	1751	2504
823	1752	2501
824	1754	2498
825	1755	2495
826	1757	2492
827	1758	2489
828	1759	2485
829	1761	2482
830	1762	2479
831	1764	2476
832	1765	2473
833	1766	2470
834	1768	2467
835	1769	2464
836	1771	2460
837	1772	2457
838	1773	2454
839	1775	2451
840	1777	2448
841	1778	2445
842	1779	2442
843	1781	2439
844	1782	2436
845	1784	2433
846	1785	2430
847	1786	2427
848	1788	2424
849	1789	2421
850	1790	2418
851	1793	2416
852	1794	2413
853	1796	2410
854	1797	2407
855	1798	2404
856	1800	2401
857	1801	2398
858	1803	2395
859	1804	2392
860	1806	2389
861	1807	2386
862	1808	2382
863	1810	2379
864	1811	2376
865	1812	2373
866	1814	2370
867	1815	2367
868	1817	2364
869	1818	2361
870	1819	2359
871	1821	2356
872	1823	2353
873	1825	2351
874	1827	2349
875	1828	2346
876	1830	2343
877	1831	2340
878	1833	2337
879	1834	2334
880	1836	2333
881	1838	2330
882	1839	2327
883	1841	2324
884	1842	2321
885	1844	2318
886	1845	2315
887	1847	2313
888	1848	2310
889	1851	2309
890	1853	2307
891	1855	2304
892	1856	2301
893	1858	2298
894	1859	2296
895	1861	2293
896	1863	2291
897	1866	2290
898	1867	2287
899	1869	2284
900	1870	2282
901	1872	2279
902	1873	2276
903	1875	2273
904	1876	2270
905	1879	2269
906	1881	2267
907	1882	2264
908	1884	2261
909	1885	2259
910	1887	2256
911	1888	2253
912	1890	2250
913	1891	2247
914	1895	2247
915	1897	2244
916	1898	2242
917	1900	2239
918	1902	2237
919	1903	2234
920	1904	2231
921	1905	2228
922	1907	2226
923	1911	2225
924	1913	2223
925	1914	2220
926	1915	2217
927	1917	2214
928	1918	2211
929	1919	2208
930	1920	2205
931	1923	2203
932	1924	2201
933	1925	2198
934	1927	2195
935	1928	2192
936	1929	2189
937	1931	2186
938	1932	2183
939	1933	2180
940	1935	2177
941	1936	2175
942	1937	2172
943	1939	2169
944	1940	2166
945	1941	2163
946	1943	2160
947	1944	2157
948	1945	2154
949	1947	2151
950	1948	2149
951	1949	2146
952	1951	2143
953	1952	2140
954	1953	2138
955	1955	2135
956	1956	2132
957	1957	2129
958	1958	2126
959	1960	2123
960	1961	2120
961	1962	2117
962	1964	2115
963	1965	2112
964	1966	2109
965	1968	2106
966	1969	2103
967	1970	2100
968	1971	2098
969	1973	2095
970	1974	2092
971	1975	2089
972	1976	2086
973	1978	2083
974	1979	2080
975	1980	2078
976	1982	2075
977	1983	2072
978	1984	2069
979	1985	2066
980	1987	2064
981	1988	2061
982	1989	2058
983	1991	2055
984	1992	2053
985	1993	2050
986	1994	2047
987	1996	2044
988	1997	2041
989	1998	2039
990	2000	2036
991	2001	2033
992	2002	2030
993	2003	2028
994	2005	2025
995	2006	2022
996	2007	2019
997	2008	2016
998	2010	2014
999	2012	2012
1000	2014	2010
1001	2015	2007
1002	2017	2005
1003	2018	2002
1004	2019	1999
1005	2021	1997
1006	2022	1994
1007	2024	1991
1008	2025	1989
1009	2026	1986
1010	2027	1983
1011	2029	1981
1012	2030	1978
1013	2031	1975
1014	2033	1973
1015	2034	1970
1016	2036	1968
1017	2037	1965
1018	2039	1963
1019	2040	1960
1020	2041	1957
1021	2043	1955
1022	2044	1952
1023	2045	1950
1024	2047	1947
1025	2049	1945
1026	2050	1942
1027	2052	1940
1028	2053	1937
1029	2055	1935
1030	2057	1933
1031	2058	1930
1032	2059	1928
1033	2061	1925
1034	2063	1923
1035	2064	1921
1036	2066	1919
1037	2068	1916
1038	2069	1914
1039	2071	1911
1040	2072	1909
1041	2073	1906
1042	2075	1904
1043	2076	1901
1044	2078	1899
1045	2079	1896
1046	2081	1894
1047	2083	1892
1048	2084	1890
1049	2086	1887
1050	2087	1884
1051	2088	1882
1052	2089	1879
1053	2091	1876
1054	2092	1874
1055	2093	1871
1056	2096	1870
1057	2097	1867
1058	2099	1865
1059	2100	1862
1060	2101	1860
1061	2103	1857
1062	2104	1855
1063	2105	1852
1064	2107	1849
1065	2109	1847
1066	2110	1845
1067	2111	1842
1068	2113	1840
1069	2114	1837
1070	2115	1835
1071	2117	1832
1072	2118	1830
1073	2119	1827
1074	2120	1824
1075	2122	1822
1076	2124	1820
1077	2125	1818
1078	2127	1815
1079	2128	1813
1080	2129	1810
1081	2131	1808
1082	2132	1805
1083	2133	1802
1084	2134	1800
1085	2136	1797
1086	2138	1795
1087	2139	1793
1088	2140	1790
1089	2142	1788
1090	2143	1785
1091	2144	1783
1092	2145	1780
1093	2147	1778
1094	2148	1775
1095	2149	1773
1096	2151	1770
1097	2152	1768
1098	2154	1766
1099	2155	1763
1100	2157	1761
1101	2158	1758
1102	2159	1756
1103	2160	1753
1104	2162	1751
1105	2163	1748
1106	2164	1746
1107	2165	1743
1108	2167	1741
1109	2168	1738
1110	2169	1736
1111	2171	1733
1112	2172	1731
1113	2173	1728
1114	2175	1726
1115	2176	1723
1116	2177	1721
1117	2178	1718
1118	2180	1716
1119	2181	1714
1120	2182	1711
1121	2184	1709
1122	2185	1706
1123	2186	1704
1124	2188	1701
1125	2189	1699
1126	2190	1696
1127	2191	1694
1128	2193	1691
1129	2194	1689
1130	2195	1687
1131	2197	1684
1132	2198	1682
1133	2200	1680
1134	2201	1677
1135	2202	1675
1136	2204	1673
1137	2205	1670
1138	2206	1668
1139	2208	1665
1140	2209	1663
1141	2211	1661
1142	2212	1659
1143	2214	1656
1144	2215	1654
1145	2217	1652
1146	2218	1649
1147	2219	1647
1148	2221	1645
1149	2222	1642
1150	2223	1640
1151	2225	1638
1152	2226	1635
1153	2228	1633
1154	2230	1631
1155	2231	1629
1156	2233	1627
1157	2234	1624
1158	2235	1622
1159	2237	1620
1160	2238	1617
1161	2240	1615
1162	2242	1614
1163	2244	1611
1164	2245	1609
1165	2246	1607
1166	2248	1605
1167	2251	1603
1168	2252	1601
1169	2255	1600
1170	2257	1598
1171	2259	1596
1172	2260	1593
1173	2261	1591
1174	2263	1589
1175	2264	1586
1176	2265	1584
1177	2267	1581
1178	2269	1580
1179	2271	1578
1180	2272	1575
1181	2273	1573
1182	2275	1571
1183	2276	1568
1184	2277	1566
1185	2279	1564
1186	2280	1562
1187	2282	1560
1188	2284	1558
1189	2285	1555
1190	2287	1553
1191	2288	1551
1192	2289	1549
1193	2291	1546
1194	2292	1544
1195	2297	1544
1196	2298	1542
1197	2300	1539
1198	2301	1537
1199	2302	1535
1200	2303	1532
1201	2305	1530
1202	2306	1528
1203	2307	1525
1204	2309	1523
1205	2310	1521
1206	2312	1519
1207	2313	1516
1208	2314	1514
1209	2316	1512
1210	2317	1509
1211	2318	1507
1212	2319	1505
1213	2321	1502
1214	2322	1500
1215	2323	1498
1216	2324	1495
1217	2326	1493
1218	2328	1491
1219	2329	1489
1220	2330	1486
1221	2331	1484
1222	2333	1482
1223	2334	1480
1224	2335	1477
1225	2336	1475
1226	2338	1473
1227	2339	1470
1228	2340	1468
1229	2342	1466
1230	2343	1463
1231	2344	1461
1232	2346	1459
1233	2347	1457
1234	2348	1454
1235	2350	1452
1236	2351	1450
1237	2352	1448
1238	2353	1445
1239	2355	1443
1240	2356	1441
1241	2357	1439
1242	2359	1436
1243	2360	1434
1244	2361	1432
1245	2363	1430
1246	2364	1427
1247	2365	1425
1248	2367	1423
1249	2368	1420
1250	2369	1418
1251	2370	1416
1252	2372	1414
1253	2373	1411
1254	2374	1409
1255	2375	1407
1256	2377	1405
1257	2378	1402
1258	2379	1400
1259	2381	1398
1260	2382	1396
1261	2383	1393
1262	2384	1391
1263	2386	1389
1264	2387	1387
1265	2388	1384
1266	2389	1382
1267	2391	1380
1268	2392	1378
1269	2393	1375
1270	2394	1373
1271	2396	1371
1272	2397	1369
1273	2399	1367
1274	2400	1365
1275	2402	1363
1276	2403	1360
1277	2405	1358
1278	2406	1356
1279	2407	1354
1280	2409	1352
1281	2410	1350
1282	2411	1347
1283	2413	1345
1284	2414	1343
1285	2416	1341
1286	2418	1339
1287	2419	1337
1288	2420	1335
1289	2422	1333
1290	2423	1330
1291	2424	1328
1292	2425	1326
1293	2427	1324
1294	2429	1322
1295	2430	1320
1296	2432	1318
1297	2433	1316
1298	2435	1314
1299	2436	1311
1300	2437	1309
1301	2438	1307
1302	2440	1305
1303	2441	1303
1304	2443	1301
1305	2445	1299
1306	2446	1297
1307	2447	1294
1308	2449	1293
1309	2451	1291
1310	2452	1288
1311	2453	1286
1312	2455	1284
1313	2457	1282
1314	2458	1280
1315	2460	1278
1316	2461	1276
1317	2463	1274
1318	2465	1272
1319	2466	1270
1320	2467	1268
1321	2469	1266
1322	2470	1264
1323	2472	1262
1324	2474	1260
1325	2475	1258
1326	2476	1256
1327	2478	1254
1328	2480	1252
1329	2481	1249
1330	2482	1247
1331	2483	1245
1332	2486	1244
1333	2487	1242
1334	2489	1239
1335	2490	1237
1336	2491	1235
1337	2492	1233
1338	2494	1231
1339	2496	1229
1340	2497	1227
1341	2498	1225
1342	2500	1223
1343	2501	1220
1344	2502	1218
1345	2504	1216
1346	2505	1214
1347	2506	1212
1348	2507	1210
1349	2509	1208
1350	2510	1206
1351	2512	1204
1352	2513	1201
1353	2514	1199
1354	2516	1197
1355	2517	1195
1356	2518	1193
1357	2519	1191
1358	2521	1189
1359	2522	1187
1360	2523	1184
1361	2525	1182
1362	2526	1180
1363	2527	1178
1364	2528	1176
1365	2530	1174
1366	2531	1172
1367	2532	1170
1368	2533	1167
1369	2535	1165
1370	2536	1163
1371	2537	1161
1372	2539	1159
1373	2540	1157
1374	2541	1155
1375	2543	1153
1376	2544	1151
1377	2545	1149
1378	2547	1147
1379	2548	1144
1380	2549	1142
1381	2550	1140
1382	2552	1138
1383	2553	1136
1384	2554	1134
1385	2555	1132
1386	2557	1130
1387	2558	1128
1388	2560	1126
1389	2561	1124
1390	2562	1121
1391	2563	1119
1392	2565	1117
1393	2566	1115
1394	2567	1113
1395	2569	1111
1396	2570	1109
1397	2571	1107
1398	2573	1105
1399	2574	1103
1400	2575	1101
1401	2576	1099
1402	2578	1097
1403	2579	1095
1404	2580	1092
1405	2582	1090
1406	2583	1088
1407	2584	1086
1408	2585	1084
1409	2587	1082
1410	2589	1080
1411	2590	1078
1412	2592	1076
1413	2594	1075
1414	2595	1072
1415	2596	1070
1416	2597	1068
1417	2599	1066
1418	2600	1064
1419	2602	1062
1420	2603	1060
1421	2605	1058
1422	2606	1056
1423	2607	1054
1424	2609	1052
1425	2610	1050
1426	2611	1048
1427	2612	1046
1428	2614	1044
1429	2617	1043
1430	2632	1046
1431	2634	1045
1432	2636	1043
1433	2638	1041
1434	2639	1039
1435	2641	1037
1436	2642	1035
1437	2643	1033
1438	2646	1031
1439	2648	1029
1440	2649	1027
1441	2651	1026
1442	2653	1024
1443	2654	1022
1444	2656	1020
1445	2659	1019
1446	2661	1017
1447	2664	1015
1448	2666	1013
1449	2667	1011
1450	2668	1009
1451	2669	1007
1452	2671	1005
1453	2672	1003
1454	2673	1001
1455	2676	999
1456	2678	998
1457	2682	997
1458	2683	995
1459	2684	992
1460	2685	990
1461	2686	988
1462	2687	986
1463	2689	984
1464	2690	982
1465	2691	980
1466	2693	978
1467	2694	976
1468	2695	974
1469	2696	972
1470	2698	970
1471	2699	968
1472	2700	966
1473	2701	964
1474	2703	962
1475	2704	960
1476	2705	958
1477	2707	956
1478	2708	954
1479	2709	952
1480	2711	950
1481	2714	948
1482	2715	946
1483	2717	944
1484	2718	942
1485	2719	940
1486	2721	938
1487	2722	936
1488	2723	934
1489	2724	932
1490	2725	930
1491	2727	928
1492	2728	926
1493	2729	924
1494	2730	922
1495	2731	920
1496	2733	918
1497	2734	916
1498	2735	914
1499	2736	912
1500	2738	910
1501	2739	908
1502	2740	906
1503	2742	904
1504	2743	902
1505	2744	900
1506	2745	898
1507	2747	896
1508	2748	894
1509	2749	892
1510	2751	890
1511	2752	888
1512	2753	886
1513	2754	884
1514	2756	882
1515	2757	880
1516	2758	878
1517	2760	876
1518	2761	874
1519	2762	872
1520	2764	870
1521	2765	868
1522	2766	866
1523	2768	864
1524	2769	862
1525	2770	860
1526	2771	858
1527	2773	856
1528	2774	854
1529	2775	852
1530	2777	850
1531	2778	848
1532	2780	846
1533	2781	844
1534	2782	842
1535	2784	841
1536	2785	839
1537	2786	837
1538	2787	835
1539	2789	833
1540	2790	831
1541	2791	829
1542	2793	827
1543	2795	825
1544	2796	823
1545	2798	821
1546	2807	822
1547	2809	820
1548	2810	818
1549	2812	816
1550	2813	814
1551	2814	812
1552	2816	810
1553	2817	808
1554	2818	806
1555	2820	804
1556	2823	803
1557	2824	801
1558	2826	799
1559	2827	797
1560	2828	795
1561	2829	793
1562	2831	791
1563	2832	789
1564	2833	787
1565	2835	785
1566	2837	784
1567	2839	782
1568	2840	780
1569	2841	778
1570	2843	776
1571	2844	774
1572	2845	772
1573	2847	770
1574	2848	768
1575	2850	766
1576	2852	765
1577	2855	763
1578	2856	761
1579	2857	759
1580	2858	757
1581	2860	755
1582	2861	753
1583	2862	751
1584	2864	750
1585	2866	748
1586	2868	746
1587	2870	744
1588	2871	742
1589	2872	740
1590	2874	738
1591	2875	736
1592	2876	734
1593	2878	733
1594	2880	731
1595	2882	729
1596	2884	728
1597	2886	726
1598	2887	724
1599	2888	722
1600	2890	720
1601	2891	718
1602	2893	716
1603	2894	714
1604	2895	712
1605	2896	710
1606	2898	708
1607	2899	706
1608	2901	704
1609	2902	703
1610	2903	701
1611	2904	699
1612	2906	697
1613	2907	695
1614	2908	693
1615	2910	691
1616	2911	689
1617	2912	687
1618	2913	685
1619	2915	683
1620	2916	681
1621	2917	679
1622	2919	678
1623	2920	676
1624	2921	674
1625	2922	672
1626	2924	670
1627	2925	668
1628	2926	666
1629	2928	664
1630	2929	662
1631	2930	660
1632	2931	658
1633	2933	657
1634	2934	655
1635	2935	653
1636	2937	651
1637	2938	649
1638	2939	647
1639	2941	645
1640	2942	643
1641	2943	641
1642	2944	639
1643	2946	637
1644	2947	636
1645	2948	634
1646	2950	632
1647	2951	630
1648	2952	628
1649	2954	626
1650	2955	624
1651	2956	622
1652	2958	620
1653	2959	619
1654	2960	617
1655	2962	615
1656	2963	613
1657	2964	611
1658	2966	609
1659	2967	607
1660	2968	605
1661	2970	604
1662	2971	602
1663	2972	600
1664	2974	598
1665	2975	596
1666	2976	594
1667	2977	592
1668	2979	590
1669	2981	589
1670	2983	587
1671	2984	585
1672	2986	583
1673	2987	581
1674	2989	579
1675	2990	578
1676	2991	576
1677	2993	574
1678	2994	572
1679	2996	570
1680	2997	568
1681	2999	567
1682	3000	565
1683	3001	563
1684	3003	561
1685	3004	559
1686	3005	557
1687	3008	556
1688	3010	554
1689	3011	552
1690	3012	550
1691	3014	548
1692	3015	546
1693	3016	544
1694	3018	543
1695	3019	541
1696	3020	539
1697	3023	537
1698	3025	536
1699	3026	534
1700	3028	532
1701	3029	530
1702	3031	528
1703	3032	526
1704	3033	524
1705	3034	522
1706	3036	521
1707	3038	519
1708	3040	517
1709	3041	515
1710	3043	514
1711	3044	512
1712	3045	510
1713	3047	508
1714	3048	506
1715	3049	504
1716	3051	502
1717	3053	501
1718	3055	499
1719	3057	497
1720	3058	495
1721	3059	493
1722	3061	492
1723	3062	490
1724	3063	488
1725	3065	486
1726	3069	485
1727	3070	483
1728	3072	481
1729	3073	479
1730	3075	477
1731	3076	476
1732	3077	474
1733	3079	472
1734	3080	470
1735	3082	468
1736	3084	466
1737	3085	465
1738	3086	463
1739	3088	461
1740	3089	459
